survey_year,duration,event,female,age,age_group,education,race_eth,married,industry,great_recession,weight
2010,1,0,1,38,30-39,Some college,White non-Hispanic,1,Entertainment/hospitality,1,1315.5467
2010,24,1,0,42,40-49,HS diploma,Other/multiracial,0,Construction,1,1659.5318
2010,12,1,0,52,50-59,Less than HS,White non-Hispanic,1,Manufacturing,1,3571.4422
2010,1,0,0,50,50-59,HS diploma,Black non-Hispanic,0,Business/repair services,1,3833.9967
2010,3,1,0,22,20-29,Some college,White non-Hispanic,0,Agriculture/mining,1,3789.0451
2010,52,1,0,54,50-59,HS diploma,Black non-Hispanic,0,Business/repair services,1,2964.1765
2010,1,0,0,48,40-49,HS diploma,White non-Hispanic,1,Construction,1,3448.1469
2010,1,0,0,28,20-29,Some college,White non-Hispanic,1,Education/health,1,3409.1017
2010,1,0,0,43,40-49,Some college,White non-Hispanic,0,Education/health,1,3197.6932
2010,2,1,0,21,20-29,HS diploma,White non-Hispanic,0,Professional services,1,3299.1385
2010,26,1,0,52,50-59,College plus,White non-Hispanic,1,Education/health,1,3509.3313
2010,1,0,0,51,50-59,Some college,Other/multiracial,0,,1,3073.9103
2010,1,0,0,41,40-49,Some college,White non-Hispanic,1,Professional services,1,3679.9719
2010,1,0,0,50,50-59,HS diploma,White non-Hispanic,0,Manufacturing,1,2878.4203
2010,1,0,0,26,20-29,Less than HS,Hispanic,0,Construction,1,3666.1759
2010,1,1,0,52,50-59,HS diploma,White non-Hispanic,1,Trade,1,3069.0563
2010,40,1,1,42,40-49,HS diploma,White non-Hispanic,1,Education/health,1,1292.9725
2010,52,1,1,62,60+,College plus,White non-Hispanic,0,Education/health,1,1477.9921
2010,6,1,0,50,50-59,Some college,White non-Hispanic,1,Business/repair services,1,1410.8751
2010,1,0,1,45,40-49,College plus,White non-Hispanic,1,Manufacturing,1,1258.6621
2010,2,1,1,24,20-29,HS diploma,White non-Hispanic,0,Business/repair services,1,1659.6323
2010,28,1,0,53,50-59,College plus,White non-Hispanic,1,Education/health,1,1337.2664
2010,16,1,0,22,20-29,Less than HS,White non-Hispanic,0,Construction,1,1512.7622
2010,1,0,1,65,60+,HS diploma,White non-Hispanic,0,,1,1419.5822
2010,40,1,1,41,40-49,Some college,White non-Hispanic,1,Education/health,1,1994.3568
2010,1,0,0,68,60+,Some college,White non-Hispanic,1,Public admin,1,2342.7411
2010,1,0,0,21,20-29,Some college,White non-Hispanic,0,Professional services,1,2361.3948
2010,1,0,0,46,40-49,Less than HS,White non-Hispanic,1,,1,2509.7847
2010,1,0,1,59,50-59,HS diploma,White non-Hispanic,0,Education/health,1,3968.2423
2010,12,1,1,28,20-29,Some college,White non-Hispanic,1,Education/health,1,552.6979
2010,8,1,0,32,30-39,HS diploma,White non-Hispanic,1,Agriculture/mining,1,490.6808
2010,24,1,0,34,30-39,HS diploma,White non-Hispanic,0,Construction,1,488.8322
2010,1,0,1,47,40-49,Some college,White non-Hispanic,1,,1,630.9118
2010,1,0,0,21,20-29,HS diploma,White non-Hispanic,0,Finance/insurance/RE,1,812.9256
2010,1,0,1,56,50-59,Some college,Hispanic,1,,1,2078.4336
2010,12,1,0,26,20-29,College plus,White non-Hispanic,0,Manufacturing,1,1793.5912
2010,17,1,1,40,40-49,Some college,White non-Hispanic,1,Entertainment/hospitality,1,1819.712
2010,1,0,1,80,60+,HS diploma,White non-Hispanic,0,Business/repair services,1,1834.1384
2010,6,1,0,48,40-49,College plus,White non-Hispanic,1,Professional services,1,1690.1038
2010,1,0,1,26,20-29,Some college,White non-Hispanic,1,,1,1752.4064
2010,11,1,0,43,40-49,HS diploma,Hispanic,1,Business/repair services,1,2220.2513
2010,1,0,1,74,60+,HS diploma,Black non-Hispanic,0,,1,2573.6622
2010,12,1,0,36,30-39,College plus,White non-Hispanic,1,Education/health,1,3957.0541
2010,13,1,1,40,40-49,College plus,Asian non-Hispanic,1,Education/health,1,3404.8261
2010,1,0,1,65,60+,Some college,White non-Hispanic,0,Business/repair services,1,3638.6823
2010,40,1,0,56,50-59,College plus,White non-Hispanic,1,Education/health,1,3484.6
2010,1,0,1,27,20-29,Less than HS,Hispanic,0,,1,4027.506
2010,104,1,1,21,20-29,HS diploma,White non-Hispanic,0,Professional services,1,5084.6014
2010,1,0,1,53,50-59,Some college,White non-Hispanic,0,Education/health,1,2845.1308
2010,1,0,0,56,50-59,Less than HS,White non-Hispanic,0,,1,3089.2447
2010,52,1,1,47,40-49,College plus,White non-Hispanic,1,Education/health,1,2978.0536
2010,1,0,1,47,40-49,HS diploma,White non-Hispanic,0,Manufacturing,1,3432.8527
2010,17,1,0,34,30-39,HS diploma,White non-Hispanic,1,Manufacturing,1,3425.1595
2010,2,1,0,40,40-49,HS diploma,White non-Hispanic,1,Business/repair services,1,3155.4191
2010,26,1,0,47,40-49,Some college,White non-Hispanic,1,Professional services,1,3829.8083
2010,64,1,0,57,50-59,HS diploma,White non-Hispanic,1,Manufacturing,1,3237.0494
2010,28,1,1,53,50-59,Some college,White non-Hispanic,0,Manufacturing,1,3193.7667
2010,8,1,1,44,40-49,College plus,White non-Hispanic,1,Entertainment/hospitality,1,4216.5981
2010,1,0,0,39,30-39,Some college,White non-Hispanic,0,Construction,1,3215.1141
2010,8,1,1,46,40-49,Some college,White non-Hispanic,0,Education/health,1,2954.1403
2010,1,0,0,22,20-29,HS diploma,White non-Hispanic,0,Professional services,1,3761.7982
2010,1,0,0,57,50-59,Some college,Black non-Hispanic,1,,1,3001.9762
2010,20,1,1,27,20-29,Some college,White non-Hispanic,0,Entertainment/hospitality,1,1880.2427
2010,104,1,1,46,40-49,Some college,White non-Hispanic,1,Education/health,1,1789.6112
2010,1,0,0,22,20-29,Some college,White non-Hispanic,0,Manufacturing,1,3887.4417
2010,56,1,1,60,60+,College plus,White non-Hispanic,0,Education/health,1,2909.8878
2010,2,1,0,45,40-49,HS diploma,White non-Hispanic,1,Trade,1,2706.5294
2010,30,1,0,52,50-59,College plus,White non-Hispanic,0,Professional services,1,2809.0836
2010,30,1,0,30,30-39,HS diploma,White non-Hispanic,0,Construction,1,720.6081
2010,20,1,1,46,40-49,HS diploma,Hispanic,1,Education/health,1,626.9212
2010,1,0,0,26,20-29,Some college,Hispanic,0,,1,962.5944
2010,6,1,0,43,40-49,College plus,White non-Hispanic,1,Entertainment/hospitality,1,767.5039
2010,1,0,1,37,30-39,College plus,White non-Hispanic,1,,1,858.6977
2010,9,1,0,49,40-49,College plus,White non-Hispanic,0,Business/repair services,1,608.3026
2010,1,0,1,69,60+,HS diploma,White non-Hispanic,1,,1,740.9364
2010,1,0,0,22,20-29,Some college,White non-Hispanic,0,Business/repair services,1,1096.9593
2010,104,1,1,21,20-29,HS diploma,White non-Hispanic,0,Professional services,1,1004.8249
2010,1,1,0,28,20-29,Some college,White non-Hispanic,1,Business/repair services,1,1198.9288
2010,17,1,1,60,60+,Some college,White non-Hispanic,1,Public admin,1,933.7357
2010,24,1,0,63,60+,Some college,White non-Hispanic,1,Public admin,1,944.2813
2010,1,0,0,54,50-59,Less than HS,Hispanic,1,Construction,1,1395.1407
2010,7,1,1,26,20-29,College plus,White non-Hispanic,0,Education/health,1,1493.2217
2010,52,1,0,58,50-59,Some college,White non-Hispanic,0,Business/repair services,1,1054.5622
2010,1,0,1,25,20-29,College plus,White non-Hispanic,0,Manufacturing,1,576.4215
2010,44,1,1,58,50-59,HS diploma,White non-Hispanic,1,Professional services,1,2788.5391
2010,2,1,0,56,50-59,College plus,White non-Hispanic,1,Trade,1,2841.1591
2010,1,0,0,31,30-39,College plus,White non-Hispanic,1,Professional services,1,3032.729
2010,1,0,1,58,50-59,HS diploma,White non-Hispanic,1,Finance/insurance/RE,1,3192.7318
2010,32,1,0,52,50-59,Some college,White non-Hispanic,1,,1,3634.6654
2010,14,1,0,46,40-49,College plus,Asian non-Hispanic,1,Education/health,1,2384.3978
2010,2,1,0,30,30-39,HS diploma,Hispanic,1,Construction,1,3592.5194
2010,1,0,0,59,50-59,HS diploma,White non-Hispanic,1,Business/repair services,1,2582.3543
2010,1,1,0,37,30-39,HS diploma,Hispanic,1,Construction,1,4756.1763
2010,26,1,0,30,30-39,Less than HS,Hispanic,1,Construction,1,5093.9772
2010,4,1,1,24,20-29,HS diploma,White non-Hispanic,1,Professional services,1,4465.916
2010,1,1,0,55,50-59,Some college,White non-Hispanic,1,Education/health,1,3223.7167
2010,1,0,1,22,20-29,Some college,Black non-Hispanic,0,Entertainment/hospitality,1,4047.011
2010,12,1,0,34,30-39,College plus,White non-Hispanic,0,Education/health,1,3699.1053
2010,26,1,0,35,30-39,College plus,White non-Hispanic,1,Trade,1,3416.6311
2010,9,1,0,33,30-39,Some college,White non-Hispanic,0,Business/repair services,1,3205.5945
2010,1,0,0,28,20-29,HS diploma,White non-Hispanic,1,Education/health,1,3789.0659
2010,4,1,1,32,30-39,College plus,White non-Hispanic,0,Education/health,1,3176.3824
2010,1,0,0,57,50-59,Some college,White non-Hispanic,0,Education/health,1,3319.3454
2010,16,1,0,43,40-49,HS diploma,White non-Hispanic,0,Trade,1,3543.5637
2010,8,1,0,46,40-49,Some college,White non-Hispanic,0,Professional services,1,3321.0028
2010,1,0,1,35,30-39,Some college,Hispanic,1,,1,2847.2997
2010,1,0,1,34,30-39,College plus,White non-Hispanic,1,Manufacturing,1,3726.3254
2010,8,1,0,35,30-39,College plus,White non-Hispanic,0,Education/health,1,2865.7118
2010,1,0,0,64,60+,Less than HS,Black non-Hispanic,1,Trade,1,3191.1479
2010,17,1,0,33,30-39,HS diploma,Hispanic,1,Education/health,1,3767.5377
2010,2,1,0,30,30-39,Less than HS,White non-Hispanic,1,Trade,1,3253.723
2010,1,0,1,64,60+,HS diploma,White non-Hispanic,1,,1,2795.4214
2010,4,1,0,29,20-29,Some college,White non-Hispanic,0,Education/health,1,3601.674
2010,8,1,0,23,20-29,Some college,White non-Hispanic,0,Construction,1,546.1163
2010,11,1,0,45,40-49,HS diploma,White non-Hispanic,1,Manufacturing,1,363.8164
2010,26,1,1,35,30-39,Some college,White non-Hispanic,0,Business/repair services,1,476.4035
2010,1,0,1,38,30-39,College plus,White non-Hispanic,1,Education/health,1,494.5485
2010,1,1,0,32,30-39,HS diploma,White non-Hispanic,1,Professional services,1,487.4246
2010,4,1,0,31,30-39,College plus,White non-Hispanic,1,Manufacturing,1,3065.4561
2010,1,0,1,29,20-29,College plus,Black non-Hispanic,1,Education/health,1,4448.2334
2010,1,0,0,61,60+,HS diploma,White non-Hispanic,0,,1,3547.7653
2010,5,1,0,57,50-59,College plus,White non-Hispanic,1,Construction,1,2795.9464
2010,1,0,1,44,40-49,HS diploma,White non-Hispanic,0,Construction,1,2748.7999
2010,1,0,0,49,40-49,Less than HS,White non-Hispanic,0,,1,4571.723
2010,104,1,0,24,20-29,College plus,White non-Hispanic,0,Professional services,1,3188.8015
2010,34,1,0,22,20-29,Some college,White non-Hispanic,0,Business/repair services,1,3733.3365
2010,1,0,1,66,60+,Some college,White non-Hispanic,0,Business/repair services,1,3373.3915
2010,1,0,0,23,20-29,HS diploma,White non-Hispanic,0,Professional services,1,3109.845
2010,16,1,1,54,50-59,HS diploma,White non-Hispanic,1,Business/repair services,1,3678.8434
2010,1,0,0,68,60+,Some college,Other/multiracial,0,,1,2179.9357
2010,1,0,0,38,30-39,Less than HS,White non-Hispanic,1,Manufacturing,1,1863.9639
2010,104,1,0,48,40-49,Some college,White non-Hispanic,0,Manufacturing,1,2366.4047
2010,16,1,0,38,30-39,Some college,Black non-Hispanic,0,Manufacturing,1,1700.177
2010,1,0,0,48,40-49,Some college,White non-Hispanic,1,Construction,1,1929.9526
2010,1,0,1,50,50-59,Less than HS,White non-Hispanic,0,Public admin,1,3190.562
2010,16,1,0,52,50-59,Some college,Hispanic,1,Manufacturing,1,3416.6249
2010,28,1,0,58,50-59,HS diploma,White non-Hispanic,1,Construction,1,2957.4067
2010,1,0,1,33,30-39,Some college,White non-Hispanic,1,,1,3311.3767
2010,1,0,1,69,60+,HS diploma,White non-Hispanic,1,,1,3299.5862
2010,1,0,1,36,30-39,Some college,White non-Hispanic,1,,1,3231.2631
2010,60,1,0,41,40-49,HS diploma,White non-Hispanic,1,Construction,1,3243.0313
2010,8,1,0,40,40-49,HS diploma,White non-Hispanic,0,Manufacturing,1,3375.7788
2010,42,1,1,67,60+,Some college,Black non-Hispanic,0,Entertainment/hospitality,1,2745.6135
2010,1,0,1,21,20-29,Some college,White non-Hispanic,0,,1,4038.8889
2010,1,0,1,63,60+,Some college,White non-Hispanic,0,Finance/insurance/RE,1,408.2498
2010,7,1,0,46,40-49,College plus,White non-Hispanic,1,Entertainment/hospitality,1,536.6166
2010,4,1,1,25,20-29,Some college,Hispanic,1,Manufacturing,1,532.8207
2010,40,1,0,20,20-29,HS diploma,White non-Hispanic,1,Trade,1,2754.3953
2010,14,1,1,29,20-29,College plus,White non-Hispanic,0,Manufacturing,1,2580.6858
2010,1,0,1,58,50-59,Some college,Black non-Hispanic,1,Business/repair services,1,2286.7191
2010,1,0,0,61,60+,Some college,Black non-Hispanic,1,Manufacturing,1,2716.5766
2010,1,0,1,50,50-59,HS diploma,White non-Hispanic,1,Manufacturing,1,475.1324
2010,41,1,0,53,50-59,HS diploma,Hispanic,1,Entertainment/hospitality,1,435.2715
2010,1,1,0,24,20-29,College plus,White non-Hispanic,0,Entertainment/hospitality,1,496.7772
2010,1,0,1,49,40-49,Less than HS,White non-Hispanic,0,Professional services,1,2852.0682
2010,6,1,1,58,50-59,HS diploma,White non-Hispanic,0,Education/health,1,3149.0117
2010,1,0,1,37,30-39,College plus,Asian non-Hispanic,1,Trade,1,3161.5906
2010,104,1,0,24,20-29,HS diploma,White non-Hispanic,0,Manufacturing,1,5067.301
2010,52,1,1,39,30-39,Some college,White non-Hispanic,1,Business/repair services,1,3373.4853
2010,1,0,0,20,20-29,Less than HS,Black non-Hispanic,0,,1,7068.1471
2010,1,0,0,76,60+,Less than HS,White non-Hispanic,1,Manufacturing,1,3726.7248
2010,104,1,0,31,30-39,HS diploma,White non-Hispanic,0,Professional services,1,3495.6175
2010,3,1,1,48,40-49,HS diploma,Hispanic,0,Business/repair services,1,3106.023
2010,1,0,0,58,50-59,HS diploma,White non-Hispanic,0,,1,3346.4633
2010,1,0,0,20,20-29,Less than HS,White non-Hispanic,0,Construction,1,5051.0434
2010,1,1,0,36,30-39,Some college,Hispanic,0,Construction,1,4710.1071
2010,10,1,1,54,50-59,College plus,White non-Hispanic,0,Education/health,1,3396.1232
2010,8,1,1,31,30-39,Some college,White non-Hispanic,0,Business/repair services,1,3655.6549
2010,1,0,0,69,60+,Some college,White non-Hispanic,1,,1,3824.1536
2010,1,0,0,20,20-29,HS diploma,White non-Hispanic,0,,1,5097.3693
2010,1,0,0,48,40-49,Less than HS,Hispanic,1,Construction,1,3653.1835
2010,1,0,0,48,40-49,College plus,White non-Hispanic,1,Professional services,1,3338.235
2010,1,0,1,50,50-59,Some college,Hispanic,1,,1,3522.8377
2010,4,1,0,43,40-49,Some college,White non-Hispanic,1,Construction,1,3859.5579
2010,1,0,0,55,50-59,College plus,White non-Hispanic,0,Manufacturing,1,3313.512
2010,6,1,1,60,60+,College plus,White non-Hispanic,1,Public admin,1,4101.3879
2010,50,1,0,57,50-59,HS diploma,White non-Hispanic,1,Manufacturing,1,1381.901
2010,1,0,0,28,20-29,College plus,White non-Hispanic,0,Construction,1,338.3245
2010,1,0,0,61,60+,College plus,White non-Hispanic,1,,1,289.7185
2010,6,1,1,58,50-59,College plus,White non-Hispanic,1,Agriculture/mining,1,289.3028
2010,21,1,0,57,50-59,HS diploma,White non-Hispanic,1,Finance/insurance/RE,1,2528.517
2010,1,1,0,58,50-59,HS diploma,White non-Hispanic,1,Professional services,1,2341.734
2010,1,0,1,53,50-59,College plus,Asian non-Hispanic,1,,1,3129.421
2010,104,1,0,49,40-49,HS diploma,White non-Hispanic,1,Trade,1,2947.5426
2010,2,1,0,26,20-29,HS diploma,White non-Hispanic,0,Finance/insurance/RE,1,3155.6647
2010,2,1,0,36,30-39,College plus,White non-Hispanic,1,Education/health,1,2912.6991
2010,9,1,0,55,50-59,HS diploma,White non-Hispanic,1,Manufacturing,1,2398.3214
2010,12,1,1,30,30-39,Some college,Black non-Hispanic,1,Education/health,1,2472.2539
2010,104,1,1,57,50-59,Some college,White non-Hispanic,0,,1,2039.6878
2010,18,1,1,47,40-49,College plus,White non-Hispanic,1,Agriculture/mining,1,2917.8041
2010,1,1,0,50,50-59,College plus,White non-Hispanic,1,Entertainment/hospitality,1,2529.2716
2010,1,0,0,33,30-39,Some college,White non-Hispanic,1,Education/health,1,4491.0562
2010,3,1,0,41,40-49,College plus,White non-Hispanic,1,Education/health,1,4333.3947
2010,1,0,1,48,40-49,College plus,White non-Hispanic,0,,1,3639.4362
2010,2,1,0,29,20-29,College plus,White non-Hispanic,1,Professional services,1,3390.517
2010,44,1,0,65,60+,HS diploma,White non-Hispanic,1,,1,3022.1325
2010,24,1,0,32,30-39,HS diploma,White non-Hispanic,0,Construction,1,3056.7138
2010,1,0,0,60,60+,HS diploma,White non-Hispanic,1,Business/repair services,1,1037.2542
2010,24,1,1,25,20-29,HS diploma,White non-Hispanic,0,Business/repair services,1,1305.6517
2010,22,1,0,57,50-59,College plus,White non-Hispanic,0,Professional services,1,1935.0063
2010,1,1,0,56,50-59,Some college,White non-Hispanic,1,Education/health,1,1896.362
2010,27,1,0,34,30-39,Some college,White non-Hispanic,1,Manufacturing,1,1981.634
2010,4,1,0,21,20-29,Some college,White non-Hispanic,0,Entertainment/hospitality,1,3109.6476
2010,104,1,1,57,50-59,HS diploma,White non-Hispanic,1,,1,2179.1862
2010,1,0,0,40,40-49,College plus,White non-Hispanic,1,Education/health,1,2609.3973
2010,3,1,0,37,30-39,Some college,White non-Hispanic,1,Construction,1,2293.1095
2010,1,0,1,58,50-59,College plus,White non-Hispanic,1,Entertainment/hospitality,1,1995.7315
2010,12,1,0,39,30-39,Some college,Hispanic,1,Business/repair services,1,548.9945
2010,14,1,0,54,50-59,College plus,White non-Hispanic,1,Education/health,1,314.9362
2010,1,0,1,21,20-29,HS diploma,White non-Hispanic,0,Construction,1,412.7069
2010,1,0,0,55,50-59,HS diploma,White non-Hispanic,1,Construction,1,252.8837
2010,4,1,0,47,40-49,College plus,White non-Hispanic,1,Manufacturing,1,310.7256
2010,68,1,0,51,50-59,HS diploma,White non-Hispanic,1,Professional services,1,403.3363
2010,36,1,0,35,30-39,College plus,White non-Hispanic,1,Entertainment/hospitality,1,2072.4005
2010,1,0,0,57,50-59,HS diploma,White non-Hispanic,1,Education/health,1,1612.4511
2010,8,1,0,49,40-49,Some college,White non-Hispanic,0,Trade,1,1995.5974
2010,30,1,0,65,60+,College plus,White non-Hispanic,1,Entertainment/hospitality,1,1133.7786
2010,1,0,1,39,30-39,Some college,Black non-Hispanic,0,Construction,1,1669.776
2010,4,1,0,59,50-59,College plus,White non-Hispanic,1,Finance/insurance/RE,1,1203.6199
2010,52,1,1,56,50-59,HS diploma,White non-Hispanic,0,Trade,1,1243.9728
2010,13,1,0,20,20-29,Some college,White non-Hispanic,0,Business/repair services,1,1741.6288
2010,1,0,0,62,60+,HS diploma,White non-Hispanic,1,Construction,1,1120.0819
2010,1,0,0,52,50-59,College plus,White non-Hispanic,1,Trade,1,1060.1104
2010,8,1,1,46,40-49,College plus,White non-Hispanic,1,,1,432.3149
2010,1,0,0,43,40-49,HS diploma,White non-Hispanic,0,Construction,1,298.8411
2010,10,1,1,27,20-29,HS diploma,Hispanic,1,Business/repair services,1,567.3996
2010,1,0,0,23,20-29,Less than HS,Black non-Hispanic,0,Manufacturing,1,528.3543
2010,18,1,0,26,20-29,College plus,White non-Hispanic,0,Public admin,1,351.8261
2010,1,0,0,48,40-49,HS diploma,Black non-Hispanic,0,Trade,1,314.5386
2010,4,1,0,24,20-29,College plus,White non-Hispanic,0,Education/health,1,478.0636
2010,1,0,1,52,50-59,HS diploma,Other/multiracial,1,Education/health,1,800.89
2010,104,1,0,51,50-59,HS diploma,White non-Hispanic,0,Professional services,1,1410.8751
2010,8,1,1,47,40-49,College plus,White non-Hispanic,1,Public admin,1,1164.2815
2010,104,1,0,55,50-59,HS diploma,White non-Hispanic,0,Professional services,1,1249.2483
2010,12,1,1,24,20-29,College plus,White non-Hispanic,1,Professional services,1,1570.5308
2010,52,1,0,58,50-59,College plus,White non-Hispanic,1,,1,1250.4226
2010,1,0,0,53,50-59,HS diploma,White non-Hispanic,1,,1,1724.0009
2010,12,1,0,27,20-29,College plus,White non-Hispanic,1,Trade,1,2421.2174
2010,1,0,1,68,60+,Some college,White non-Hispanic,1,Business/repair services,1,2180.5897
2010,1,0,0,39,30-39,College plus,White non-Hispanic,1,Education/health,1,2254.2648
2010,26,1,0,62,60+,College plus,White non-Hispanic,1,Business/repair services,1,538.6113
2010,16,1,0,59,50-59,Less than HS,Other/multiracial,1,Education/health,1,607.0487
2010,12,1,1,57,50-59,Some college,White non-Hispanic,0,Education/health,1,545.4263
2010,24,1,1,27,20-29,HS diploma,White non-Hispanic,0,Professional services,1,557.5244
2010,1,1,0,25,20-29,HS diploma,White non-Hispanic,0,Education/health,1,530.3554
2010,4,1,0,26,20-29,HS diploma,White non-Hispanic,1,Construction,1,604.2762
2010,15,1,0,47,40-49,HS diploma,White non-Hispanic,1,Manufacturing,1,707.947
2010,12,1,1,39,30-39,College plus,White non-Hispanic,1,Education/health,1,494.9518
2010,25,1,1,61,60+,College plus,White non-Hispanic,0,Public admin,1,615.9436
2010,104,1,1,49,40-49,Some college,White non-Hispanic,1,Professional services,1,1607.6084
2010,1,0,0,45,40-49,HS diploma,White non-Hispanic,0,Construction,1,1677.6789
2010,12,1,0,25,20-29,College plus,White non-Hispanic,0,Business/repair services,1,1793.5912
2010,16,1,0,30,30-39,Some college,White non-Hispanic,0,Public admin,1,2132.5055
2010,1,0,0,75,60+,Some college,White non-Hispanic,0,Education/health,1,1617.068
2010,1,0,0,80,60+,HS diploma,White non-Hispanic,1,,1,1546.6605
2010,1,0,0,21,20-29,Some college,White non-Hispanic,0,,1,2312.9975
2010,1,0,1,52,50-59,Some college,White non-Hispanic,0,Business/repair services,1,1629.3367
2010,1,0,0,61,60+,HS diploma,White non-Hispanic,1,,1,2460.3454
2010,78,1,0,58,50-59,HS diploma,White non-Hispanic,1,Public admin,1,2296.5615
2010,40,1,1,37,30-39,College plus,White non-Hispanic,0,Education/health,1,2560.2933
2010,1,0,0,48,40-49,HS diploma,White non-Hispanic,0,Professional services,1,1096.879
2010,1,0,1,61,60+,HS diploma,White non-Hispanic,0,,1,1273.1585
2010,1,0,1,51,50-59,Some college,White non-Hispanic,1,,1,1304.194
2010,1,0,0,54,50-59,HS diploma,White non-Hispanic,0,Education/health,1,543.9674
2010,1,0,1,40,40-49,Some college,Hispanic,1,Education/health,1,363.5957
2010,1,0,0,64,60+,Some college,White non-Hispanic,1,Professional services,1,450.9959
2010,1,0,0,33,30-39,HS diploma,White non-Hispanic,1,Manufacturing,1,453.0628
2010,2,1,1,55,50-59,College plus,White non-Hispanic,1,Education/health,1,456.0422
2010,8,1,1,41,40-49,College plus,White non-Hispanic,0,Education/health,1,2219.0977
2010,1,0,0,66,60+,Less than HS,White non-Hispanic,0,,1,275.5691
2010,1,0,1,56,50-59,HS diploma,White non-Hispanic,1,Manufacturing,1,2413.713
2010,12,1,0,31,30-39,Some college,Hispanic,1,Manufacturing,1,3511.9566
2010,11,1,0,49,40-49,College plus,Hispanic,1,Manufacturing,1,2168.0198
2010,2,1,1,41,40-49,Some college,White non-Hispanic,0,Education/health,1,354.4319
2010,8,1,0,51,50-59,Some college,Hispanic,1,Professional services,1,401.0544
2010,62,1,1,44,40-49,Some college,Black non-Hispanic,1,Professional services,1,4282.0007
2010,1,0,0,29,20-29,HS diploma,White non-Hispanic,0,Professional services,1,5576.0404
2010,1,0,1,30,30-39,Less than HS,Hispanic,0,Entertainment/hospitality,1,2738.1911
2010,1,0,0,46,40-49,College plus,White non-Hispanic,1,Education/health,1,3789.9513
2010,8,1,0,49,40-49,College plus,White non-Hispanic,1,Manufacturing,1,3993.4985
2010,8,1,0,21,20-29,Some college,White non-Hispanic,0,Education/health,1,4538.5479
2010,78,1,1,26,20-29,College plus,White non-Hispanic,0,Education/health,1,4666.882
2010,26,1,0,39,30-39,College plus,White non-Hispanic,0,Education/health,1,3651.5665
2010,26,1,1,25,20-29,Some college,White non-Hispanic,0,Education/health,1,4738.8225
2010,7,1,0,35,30-39,College plus,White non-Hispanic,0,Entertainment/hospitality,1,4164.5429
2010,40,1,0,56,50-59,HS diploma,Hispanic,1,Professional services,1,5077.9082
2010,1,0,0,27,20-29,Less than HS,Hispanic,0,Construction,1,5948.6063
2010,1,0,1,30,30-39,Less than HS,Hispanic,0,,1,3052.79
2010,1,0,0,73,60+,Some college,White non-Hispanic,0,,1,4308.1567
2010,1,0,0,29,20-29,Less than HS,Hispanic,1,Construction,1,5847.0498
2010,4,1,1,26,20-29,HS diploma,White non-Hispanic,1,Business/repair services,1,1800.6049
2010,36,1,0,38,30-39,Less than HS,White non-Hispanic,1,Construction,1,1617.9331
2010,4,1,0,41,40-49,HS diploma,White non-Hispanic,0,Business/repair services,1,2596.3488
2010,1,0,0,51,50-59,Less than HS,White non-Hispanic,0,Construction,1,1603.522
2010,1,0,1,42,40-49,Some college,White non-Hispanic,1,,1,2957.8001
2010,4,1,0,51,50-59,HS diploma,White non-Hispanic,1,Business/repair services,1,1936.0268
2010,100,1,1,52,50-59,HS diploma,White non-Hispanic,1,Business/repair services,1,1680.3754
2010,11,1,0,56,50-59,College plus,White non-Hispanic,1,Business/repair services,1,1864.7948
2010,1,0,0,52,50-59,HS diploma,White non-Hispanic,1,Business/repair services,1,3234.3035
2010,1,0,0,36,30-39,Some college,Asian non-Hispanic,1,Business/repair services,1,4851.6023
2010,1,0,1,50,50-59,HS diploma,Black non-Hispanic,1,,1,3808.0991
2010,1,0,0,25,20-29,HS diploma,White non-Hispanic,0,,1,4328.4851
2010,8,1,1,53,50-59,HS diploma,White non-Hispanic,1,Business/repair services,1,3287.4155
2010,1,0,1,62,60+,Some college,White non-Hispanic,1,Education/health,1,3647.5592
2010,3,1,0,30,30-39,College plus,White non-Hispanic,1,Education/health,1,3895.4352
2010,4,1,1,43,40-49,HS diploma,Black non-Hispanic,0,Education/health,1,3281.1182
2010,1,0,0,47,40-49,College plus,Asian non-Hispanic,1,Manufacturing,1,3618.0136
2010,8,1,0,44,40-49,HS diploma,Hispanic,0,Professional services,1,3163.0348
2010,4,1,1,45,40-49,Some college,White non-Hispanic,0,Entertainment/hospitality,1,3214.6169
2010,1,0,0,34,30-39,HS diploma,White non-Hispanic,0,Education/health,1,2871.352
2010,20,1,1,23,20-29,College plus,White non-Hispanic,0,Education/health,1,3553.5391
2010,1,0,1,30,30-39,Some college,White non-Hispanic,1,Construction,1,2906.8689
2010,1,0,0,42,40-49,College plus,White non-Hispanic,1,Entertainment/hospitality,1,3284.4044
2010,8,1,0,44,40-49,College plus,White non-Hispanic,0,Manufacturing,1,3028.4275
2010,1,0,1,69,60+,College plus,White non-Hispanic,0,,1,3171.0101
2010,1,0,0,48,40-49,College plus,Asian non-Hispanic,1,Manufacturing,1,3632.9654
2010,13,1,1,33,30-39,Some college,Asian non-Hispanic,1,Trade,1,3185.0283
2010,10,1,1,32,30-39,Some college,White non-Hispanic,0,,1,3524.3096
2010,1,0,1,54,50-59,HS diploma,Hispanic,1,Education/health,1,2990.8552
2010,1,0,0,36,30-39,HS diploma,White non-Hispanic,1,Manufacturing,1,3760.8602
2010,1,0,1,29,20-29,Less than HS,White non-Hispanic,0,Education/health,1,3801.5127
